id, a9, reg, prov, mun, brgy,a1,a2,a3,a4,a5,b1,b3,b6,b7,b8,b9,b10,b11,b12,c1,c2,c4,c6,c7,c8,c9,c10,e1,e3,d1,d2,d12,d13,d14,d15,d7,d8,d9,d10
476,2,1,1,3,4,1,13,1,0,3,1,1,1,1,,1,0,5,5,1,2,1,1,1,1,1,1,3,,1,3,4,8,3,0,4,1,2,3
478,2,1,1,3,4,1,16,1,1,4,12,2,4,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
479,2,1,1,3,4,2,15,1,1,4,9,3,5,1,,2,1,8,8,1,3,2,2,2,1,1,2,3,3,0,4,1,9,5,0,8,2,1,5
480,2,1,1,3,4,2,16,0,1,5,12,3,1,2,,1,0,3,3,2,2,2,3,2,3,99,1,2,1,1,2,1,12,2,0,6,1,2,2
481,2,1,1,4,5,2,10,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2,1,1,4,5,2,14,1,1,4,13,2,4,6,2,1,1,2,3,1,2,2,1,2,1,,3,3,2,0,1,3,13,2,,7,1,2,2
485,2,1,1,4,5,1,13,1,1,4,13,2,4,2,,1,1,1,6,2,2,2,2,2,2,2,2,2,1,0,2,2,13,1,0,3,1,2,2
486,2,1,1,4,5,2,14,1,1,4,14,3,1,2,,1,1,1,4,2,2,2,2,2,2,,2,3,2,1,3,1,13,2,,8,2,3,4
488,2,1,1,4,5,2,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2,1,1,4,5,1,16,1,1,4,12,2,2,6,1,1,1,4,6,2,2,2,2,2,2,1,2,3,2,0,2,3,12,3,1,6,2,2,3
490,2,1,1,4,5,1,16,1,1,4,14,3,2,5,2,1,1,5,4,2,3,4,3,2,5,1,1,2,1,0,4,1,14,1,1,3,1,2,3
492,2,1,1,5,6,1,11,1,0,3,10,2,1,1,,1,1,1,2,1,2,2,1,2,1,1,1,2,1,0,3,1,10,1,0,3,1,2,2
494,2,1,1,5,6,1,12,1,1,3,11,2,1,1,,1,1,6,8,2,2,2,2,2,2,1,1,3,,0,1,1,11,1,0,4,1,2,3
495,2,1,1,5,6,1,13,1,0,3,10,2,2,1,,1,0,3,9,2,3,2,2,4,1,1,2,3,2,0,3,1,10,2,1,3,1,1,2
496,1,1,1,5,6,2,14,1,1,4,12,2,2,2,,1,0,3,5,3,3,2,2,2,1,2,1,3,2,0,3,3,12,5,0,13,2,2,5
497,2,1,1,5,6,2,15,1,1,5,12,3,5,1,,1,1,7,7,1,3,2,2,2,2,2,5,4,2,0,2,3,12,5,0,8,2,2,2
498,unknown,1,1,unknown,unknown,2,17,1,1,4,16,2,2,1,,1,0,1,4,1,3,2,5,5,5,99,2,3,,1,3,4,16,2,0,4,2,2,2
499,2,1,1,5,6,2,17,1,1,4,13,2,2,6,1,1,0,1,2,2,2,4,1,1,1,,2,3,2,0,2,1,13,5,,5,2,2,2
500,2,1,1,5,6,1,17,1,1,4,14,2,2,5,1,1,1,2,6,2,2,2,1,1,2,1,1,3,2,0,1,1,14,2,0,9,1,2,2
501,2,1,1,6,7,1,15,0,1,4,11,3,1,6,1,1,1,7,11,1,2,2,5,5,5,,2,3,1,1,3,1,10,4,,11,2,2,3
502,2,1,1,6,7,1,11,1,1,3,10,2,1,2,,2,1,1,3,2,4,2,5,1,4,1,4,3,1,0,3,3,9,5,0,6,1,2,3
503,2,1,1,6,7,1,11,1,1,3,9,4,1,1,,1,1,6,6,1,3,5,2,1,,1,2,3,1,0,,,,,1,,,,
504,2,1,1,6,7,2,13,1,1,5,12,2,2,1,,1,0,2,3,2,2,4,1,2,1,,7,3,1,0,2,2,12,1,,6,1,1,3
505,2,1,1,6,7,2,12,1,0,4,12,2,1,1,,1,1,3,3,1,2,2,1,1,1,1,1,2,1,0,2,3,10,1,0,4,1,2,3
506,2,1,1,6,7,1,12,1,1,4,8,3,1,5,2,1,1,5,9,1,3,5,4,3,4,1,6,4,2,0,1,1,9,2,1,5,1,1,4
507,2,1,1,6,7,1,16,1,1,4,12,2,1,2,,2,1,8,9,1,2,4,1,1,1,2,1,3,1,0,1,3,12,1,0,5,3,2,1
509,2,1,1,6,7,2,17,1,1,5,13,1,4,2,,1,1,5,11,3,1,2,3,5,2,1,1,2,1,0,2,1,13,2,0,1,1,2,1
510,2,1,1,6,7,2,16,1,1,5,12,3,2,1,,1,1,2,4,2,3,3,2,2,2,2,1,3,1,0,2,4,12,1,0,3,1,2,3
511,1,1,1,7,8,1,14,1,1,4,10,2,6,5,1,1,1,3,4,3,4,6,2,2,2,2,3,4,1,0,4,1,10,1,0,99,1,2,3
512,2,1,1,7,8,2,9,1,1,3,9,2,1,1,,1,0,3,1,3,3,1,1,1,1,1,1,2,,0,1,3,9,1,99,3,1,2,3
513,2,1,1,7,8,2,12,1,1,3,11,2,2,2,,1,1,2,3,1,4,2,2,2,1,1,1,4,1,0,2,99,11,0,0,99,99,99,99
514,2,1,1,7,8,1,11,1,1,3,7,4,1,2,,2,1,5,5,1,1,3,5,2,5,3,1,4,1,0,1,2,7,2,1,4,2,2,2
515,2,1,1,7,8,2,9,0,1,3,8,4,2,1,,2,1,5,5,2,3,2,5,5,,,1,1,1,0,,,,,,,,,
516,2,1,1,7,8,2,15,1,1,4,10,4,2,2,,1,1,1,11,1,3,3,2,2,1,1,1,4,1,0,3,4,10,1,0,4,1,2,4
517,2,1,1,7,8,2,16,1,1,5,12,4,1,1,,2,1,3,11,1,3,6,5,2,2,1,2,2,2,0,2,1,12,4,0,14,1,2,2
518,2,1,1,7,8,1,11,0,1,4,10,4,2,1,,2,1,3,5,2,1,2,5,2,5,1,1,3,1,0,3,1,10,2,0,4,99,99,1
520,2,1,1,7,8,2,16,1,1,4,11,3,5,1,,1,1,4,5,1,3,4,2,2,2,1,3,4,2,0,3,1,11,1,0,7,2,2,2
521,2,1,1,8,9,2,10,1,1,3,11,2,2,2,,1,1,3,3,1,2,1,1,1,,2,1,1,1,0,,,,,0,,,,
522,2,1,1,8,9,1,11,1,1,3,8,2,1,1,,1,0,3,1,1,2,4,1,99,1,2,1,2,,0,2,1,8,1,0,3,1,2,3
524,2,1,1,8,9,2,12,1,0,3,10,3,4,1,,1,0,2,2,3,1,2,7,7,7,7,1,2,1,0,1,4,10,1,1,1,1,2,2
525,2,1,1,8,9,2,13,0,1,4,10,2,2,1,,2,0,1,8,1,2,4,2,2,2,2,1,3,1,0,1,4,10,1,1,16,2,2,1
526,2,1,1,8,9,1,12,1,1,3,11,2,2,1,,1,0,3,1,1,2,2,1,2,,1,1,1,,0,,,,,0,,,,
527,2,1,1,8,9,1,12,1,1,4,8,2,1,1,,1,1,5,3,2,2,4,2,1,1,1,1,4,,0,1,3,10,3,0,4,1,2,4
528,2,1,1,8,9,2,16,1,1,4,1,4,5,5,2,1,0,11,11,1,2,3,4,1,1,1,2,4,1,0,3,3,10,1,0,9,1,2,2
529,2,1,1,8,9,1,15,1,0,4,1,1,1,1,,1,1,4,5,1,1,1,1,3,6,8,6,1,,0,1,1,1,0,0,2,2,2,3
530,2,1,1,8,9,1,16,1,1,4,14,3,3,5,2,1,1,5,5,1,1,4,1,4,1,4,1,2,2,0,2,3,14,1,0,2,1,2,1
531,2,5,8,49,64,2,9,1,1,3,9,2,2,2,,1,1,1,4,2,2,2,2,1,1,,4,3,1,0,1,4,9,2,,6,1,2,1
532,2,5,8,49,64,2,9,1,1,3,11,2,2,1,,1,0,1,1,2,2,1,2,1,1,,1,1,1,0,1,4,11,1,,16,1,3,1
533,2,5,8,49,64,1,10,1,1,3,9,2,1,1,,1,0,12,12,3,2,7,8,2,1,1,1,2,,0,3,4,9,1,99,99,1,3,7
534,2,5,8,49,64,2,11,1,1,3,10,2,2,1,,1,0,3,4,2,2,1,1,1,1,,1,3,2,0,2,2,10,2,,7,1,2,2
537,2,5,8,49,64,1,14,0,1,4,10,2,2,1,,1,0,1,1,2,2,2,1,1,1,1,2,2,,0,1,4,10,1,99,1,1,2,7
538,2,5,8,49,64,2,14,1,1,4,11,2,2,2,,1,1,5,6,1,2,2,1,2,1,1,1,3,2,0,3,1,11,2,0,9,1,2,1
539,2,5,8,49,64,2,16,1,1,4,10,4,2,4,2,2,1,6,7,2,2,2,1,2,1,1,1,3,2,0,3,1,10,2,0,7,1,2,2
541,unknown,5,8,unknown,unknown,2,12,1,1,3,1,2,4,99,,99,99,99,99,2,1,2,99,3,99,99,99,5,99,0,3,4,12,5,99,99,2,2,1
542,2,5,8,55,71,2,9,0,1,3,9,1,1,1,,1,0,3,3,2,2,2,2,2,1,1,1,3,1,0,3,1,9,2,0,3,1,2,1
543,unknown,5,8,unknown,unknown,1,11,1,1,3,9,2,1,1,,1,0,1,2,2,1,1,1,1,8,8,1,1,,0,1,2,9,1,99,99,4,3,7
544,unknown,5,8,unknown,unknown,1,11,1,1,3,11,2,2,1,,1,0,2,1,2,2,2,1,1,1,,1,1,1,99,1,4,11,0,,16,4,3,7
545,1,5,8,50,65,2,9,1,1,3,11,2,2,99,,99,99,99,99,3,2,1,1,1,,4,3,1,99,0,,,,,99,,,,
546,2,5,8,50,65,2,9,1,1,3,8,2,1,1,,1,1,3,4,2,2,2,1,1,1,,1,2,1,0,3,1,8,1,,4,1,1,2
549,2,5,8,50,65,2,16,1,1,5,14,2,2,1,,1,1,3,5,2,2,2,4,1,1,,4,4,1,1,2,3,14,3,,9,1,2,1
550,2,5,8,50,65,1,16,0,1,5,14,3,5,1,,1,0,7,5,1,2,3,2,2,2,4,4,3,2,0,2,3,14,1,0,7,1,2,4
551,2,5,8,50,66,2,12,1,1,3,10,3,2,1,,1,0,1,1,1,3,3,1,1,1,1,2,2,,0,3,2,10,2,1,3,1,2,3
553,2,5,8,50,66,2,14,1,1,4,13,2,2,2,,1,0,4,3,2,2,2,2,1,1,,1,3,1,0,2,3,13,1,,5,4,2,2
554,2,5,8,50,66,1,14,1,1,4,13,3,2,1,,1,1,2,5,2,2,2,2,1,2,,4,3,1,0,1,4,13,2,,6,1,2,1
555,unknown,5,8,unknown,unknown,1,14,1,1,3,14,2,1,1,,1,1,3,4,1,2,3,1,1,2,1,1,2,,0,2,1,10,1,0,6,1,2,1
556,unknown,5,8,unknown,unknown,2,15,1,1,4,14,2,2,2,,1,1,2,1,2,2,2,4,2,99,,99,99,99,0,2,2,13,1,,99,2,2,1
557,2,5,8,50,66,2,16,1,1,4,14,2,2,1,,2,1,2,3,2,2,2,2,2,1,,2,2,2,0,2,1,14,5,,7,1,2,2
558,unknown,5,8,unknown,unknown,2,17,1,1,4,14,2,2,2,,2,1,3,3,2,2,2,1,1,1,,2,3,2,0,1,1,14,1,,5,1,2,2
559,unknown,5,8,unknown,unknown,1,15,1,1,4,13,4,3,6,2,1,1,2,3,1,3,2,1,1,1,,1,4,1,0,2,1,13,2,,6,1,2,1
560,2,5,8,50,66,2,15,1,1,4,14,2,2,5,1,1,1,12,12,1,2,2,5,2,2,2,2,3,2,0,3,1,15,1,0,2,2,2,2
561,unknown,5,8,unknown,unknown,2,11,1,1,3,10,2,2,2,,1,0,4,4,2,3,2,1,1,1,1,1,3,1,0,3,3,10,1,0,4,1,2,2
562,2,5,8,51,67,2,12,0,1,4,10,3,1,1,,1,1,9,9,1,2,3,4,4,4,,1,3,2,0,1,2,10,5,,4,2,2,2
563,2,5,8,51,67,2,13,1,1,4,11,2,2,1,,1,0,3,3,2,2,2,2,2,1,1,1,2,2,0,1,3,11,5,0,7,1,2,3
564,2,5,8,51,67,2,12,1,1,4,11,2,1,5,2,1,0,2,1,2,2,1,2,1,1,1,1,2,1,0,1,3,11,1,0,4,1,2,1
565,2,5,8,51,67,2,12,1,1,4,11,3,1,1,,1,1,6,6,1,3,4,3,3,1,,1,3,2,0,2,4,11,5,,2,1,2,2
566,2,5,8,51,67,1,12,1,1,4,10,3,2,5,1,1,1,10,11,2,3,5,4,1,1,1,1,2,1,0,1,3,10,3,0,1,1,2,1
567,2,5,8,51,67,2,15,1,1,4,12,2,1,1,,1,1,6,6,1,2,2,1,1,1,,1,3,1,0,1,1,12,5,,7,2,2,2
570,2,5,8,51,67,1,15,1,1,4,13,2,1,1,,1,0,2,2,5,5,2,1,1,1,1,1,2,,99,5,4,13,0,0,3,2,1,7
571,2,5,8,52,68,2,10,1,1,3,9,2,1,5,1,1,1,2,2,1,2,4,1,1,1,,1,1,1,0,1,3,9,3,,7,1,2,4
572,2,5,8,52,68,1,10,1,1,3,6,2,1,5,1,1,1,4,12,2,2,3,1,1,1,,1,1,1,0,1,2,7,0,,16,4,2,6
574,2,5,8,52,68,2,13,1,1,3,7,4,1,1,,1,0,2,2,1,3,6,1,5,4,4,1,1,,1,1,3,7,1,0,2,1,2,2
575,unknown,5,8,unknown,unknown,1,12,1,1,3,12,4,1,1,,1,1,3,4,1,3,4,2,1,1,1,2,3,,0,3,3,10,3,0,2,1,2,1
576,unknown,5,8,unknown,unknown,1,14,1,1,4,10,3,1,99,,99,1,3,3,1,3,3,1,1,2,1,2,2,1,0,2,1,10,1,0,7,1,2,1
577,2,5,8,52,68,2,16,1,1,5,14,3,2,2,,1,0,4,6,2,2,2,2,2,2,2,2,3,99,0,2,99,14,99,99,99,1,99,3
578,2,5,8,52,68,2,16,0,1,4,13,3,2,1,,1,1,3,3,1,3,2,1,1,1,,1,2,1,0,1,2,13,2,,2,1,2,1
579,2,5,8,52,68,1,16,1,1,5,15,3,2,2,,1,1,6,8,1,4,5,4,4,4,4,4,4,2,1,2,1,15,1,0,9,1,1,2
580,unknown,5,8,unknown,unknown,1,17,1,1,3,9,3,2,2,,2,1,4,4,2,3,2,2,99,2,99,1,2,99,0,2,1,9,1,0,6,1,2,1
581,2,5,8,53,69,2,10,1,1,3,11,1,2,6,1,1,0,1,1,2,2,2,1,2,1,,2,2,1,0,1,99,11,1,,1,1,1,1
582,unknown,5,8,unknown,unknown,2,10,0,1,3,7,2,1,2,,1,1,1,1,1,3,1,1,1,,1,1,1,1,0,,,,,0,,,,
584,unknown,5,8,unknown,unknown,1,10,1,1,3,7,2,1,6,1,2,1,4,4,2,2,2,2,1,,2,1,1,1,0,,,,,0,,,,
585,2,5,8,53,69,2,14,1,1,4,10,2,5,1,,2,1,5,10,1,4,5,1,1,1,,3,3,1,0,3,2,12,5,,7,1,2,5
586,2,5,8,53,69,1,11,1,1,3,9,3,2,2,,1,0,1,2,2,2,2,1,1,1,1,1,2,1,0,1,4,9,1,1,3,1,2,4
587,2,5,8,53,69,1,15,1,1,4,14,2,5,1,,1,1,5,6,2,2,4,2,1,1,1,4,2,,0,1,3,14,3,0,8,1,2,1
588,2,5,8,53,69,2,17,1,1,4,15,1,2,1,,1,0,1,3,3,1,2,2,7,7,1,4,1,99,0,1,99,99,99,0,1,99,2,6
589,2,5,8,53,69,1,17,0,1,3,13,3,2,3,2,2,1,5,6,1,2,5,1,2,2,1,2,2,,0,2,4,13,1,0,3,1,2,1
590,2,5,8,53,69,1,16,1,1,5,14,3,4,1,,1,1,4,7,2,2,3,4,1,2,1,4,3,2,1,2,1,14,3,1,8,1,2,1
591,2,5,8,54,70,2,9,1,1,3,9,1,1,1,,1,0,1,1,5,2,2,1,1,,,1,1,,0,,,,,,,,,
592,2,5,8,54,70,1,11,1,1,3,7,1,2,99,,1,99,99,99,2,3,99,99,99,2,99,99,99,99,0,99,99,99,99,1,99,1,1,99
594,1,5,8,54,70,2,12,1,1,4,10,2,4,5,1,1,1,2,2,2,1,4,3,5,1,,1,2,1,0,1,3,10,3,,3,1,2,4
595,2,5,8,54,70,2,14,1,1,3,14,1,2,1,,1,0,1,1,1,2,1,3,1,,1,1,1,1,99,,,,,99,,,,
597,unknown,5,8,unknown,unknown,1,14,1,1,4,13,1,4,1,,1,0,2,3,3,2,2,2,1,1,1,1,2,,0,1,4,13,1,1,1,3,2,1
598,2,5,8,54,70,2,15,1,1,4,14,3,1,1,,2,0,2,1,2,2,2,2,2,2,1,1,2,1,1,2,3,14,5,1,5,1,2,3
599,unknown,5,8,unknown,unknown,1,17,1,1,5,12,3,2,2,,1,1,6,8,1,4,5,2,2,2,1,2,4,2,1,1,1,12,1,0,10,3,2,2
600,2,5,8,54,70,1,17,1,1,3,11,2,1,2,,1,1,1,1,2,1,2,1,2,1,,2,2,,0,1,4,11,1,,6,1,2,2
601,2,5,8,55,71,2,13,0,1,4,11,2,1,2,,1,1,5,5,1,3,2,1,1,1,,1,1,1,0,1,3,11,1,,1,1,2,1
602,unknown,5,8,unknown,unknown,2,14,1,1,3,10,4,5,2,,2,1,11,11,1,4,4,2,2,2,2,1,3,2,0,2,1,10,2,0,7,1,2,2
603,2,5,8,55,71,1,9,1,1,3,99,2,2,1,,1,1,3,3,1,2,2,1,1,,,2,2,1,0,,,,,,,,,
604,2,5,8,55,71,2,12,1,1,4,10,2,1,1,,1,1,3,3,2,2,2,1,1,1,,1,2,1,0,1,4,10,1,,1,1,2,1
605,2,5,8,55,71,1,14,1,1,4,15,2,5,2,,1,1,3,4,2,2,2,2,2,1,1,4,2,1,0,1,4,15,2,0,4,1,2,1
607,2,5,8,55,71,1,11,0,1,4,10,2,2,4,2,1,1,3,4,2,2,3,2,1,4,1,4,2,1,0,2,4,10,1,0,4,1,2,2
608,unknown,5,8,unknown,unknown,2,17,1,1,4,13,2,2,3,2,1,1,2,2,3,2,3,2,2,4,2,2,2,1,0,2,5,14,1,99,1,3,2,2
609,unknown,5,8,unknown,unknown,2,17,1,1,4,11,2,2,2,,1,1,5,6,1,2,2,2,2,1,1,1,3,2,0,1,1,11,2,0,8,1,2,3
610,2,5,8,55,71,2,16,1,1,5,14,3,5,1,,1,1,3,6,2,3,3,2,1,2,,4,4,1,1,1,1,14,2,,9,1,2,5
611,2,5,8,56,72,2,10,1,1,3,10,1,1,2,,1,0,1,1,2,2,2,5,5,,,1,1,1,99,,,,,,,,,
612,unknown,5,8,unknown,unknown,1,10,1,1,3,10,2,1,1,,99,1,3,3,2,1,2,2,99,2,,1,2,,0,2,1,9,1,,4,1,2,1
613,2,5,8,56,72,2,14,1,1,5,12,2,2,1,,1,1,3,3,1,2,2,2,2,1,,2,2,,0,1,3,12,1,,2,1,2,1
614,2,5,8,56,72,2,14,1,1,4,14,3,4,1,,2,0,12,12,2,3,2,2,1,1,1,2,3,1,0,3,3,14,5,99,7,1,2,3
615,2,5,8,56,72,1,13,1,1,9,99,1,1,1,,1,0,99,99,5,5,7,8,8,8,8,8,5,,99,5,99,99,99,99,99,99,3,7
617,2,5,8,56,72,2,16,1,1,5,12,2,5,5,2,1,1,5,5,2,2,2,2,5,1,,4,2,1,0,1,4,12,3,,7,1,2,2
618,2,5,8,56,72,2,16,1,1,4,15,2,2,2,,1,1,3,4,3,2,2,1,4,1,,1,2,1,0,2,5,15,1,,5,1,2,7
619,2,5,8,56,72,1,15,1,1,4,15,2,1,2,,1,0,2,3,2,2,2,2,1,1,1,1,2,,0,2,1,15,1,0,4,99,2,2
620,2,5,8,56,72,1,17,1,1,5,13,4,1,7,1,1,0,4,7,1,4,5,6,2,1,1,2,4,2,0,1,1,13,1,1,6,1,2,1
627,2,13,18,109,154,2,14,1,1,4,8,2,2,2,,1,0,3,3,2,2,5,2,1,,,1,4,1,1,,,,,,,,,
629,2,13,18,109,154,2,10,1,1,3,7,3,3,5,2,1,1,4,5,2,2,3,5,1,1,1,1,3,2,0,1,3,7,1,1,2,2,2,2
630,2,13,18,109,154,1,17,1,0,1,10,2,1,1,,1,0,3,2,1,1,1,1,1,,,2,1,,0,,,,,,,,,
631,2,13,18,109,155,2,11,99,1,1,1,3,3,1,,1,1,4,3,1,2,2,2,1,99,5,99,5,99,0,1,99,99,0,0,6,2,2,2
634,2,13,18,109,155,2,13,1,1,4,10,2,3,2,,3,1,4,6,2,1,3,3,4,3,3,3,1,,0,3,5,10,0,0,3,4,1,3
635,2,13,18,109,155,2,14,1,1,4,1,3,2,2,,2,1,10,2,1,2,2,2,2,99,2,99,3,2,0,2,2,7,5,0,5,2,2,2
639,2,13,18,109,155,2,17,1,0,3,12,4,7,5,2,2,1,12,10,2,2,3,2,2,8,1,1,3,1,0,2,3,17,4,0,4,1,2,2
642,2,13,18,109,156,2,10,1,1,3,8,4,1,99,,99,99,11,11,1,3,4,99,99,99,99,99,4,99,0,3,2,8,5,1,4,1,2,2
646,2,13,18,109,156,1,16,1,0,3,8,2,5,3,3,1,0,2,5,2,4,4,3,3,1,1,1,4,3,0,2,2,8,0,0,3,3,1,2
649,2,13,18,109,157,1,15,1,1,4,12,2,3,2,,3,0,2,3,2,1,1,3,3,,4,3,1,3,0,,,,,0,,,,
651,2,13,18,109,157,2,10,1,1,3,9,2,1,1,,2,1,3,3,2,2,2,1,1,1,1,1,4,,99,2,3,9,1,1,99,99,1,3
652,2,13,18,109,157,2,11,1,1,3,8,2,1,1,,1,0,1,1,2,2,2,1,1,1,1,1,2,1,0,1,99,9,1,1,3,2,2,2
653,2,13,18,109,157,1,10,1,1,3,9,2,1,1,,1,0,4,6,1,3,4,1,1,1,1,2,1,99,0,1,2,9,1,0,7,1,2,2
654,2,13,18,109,157,1,12,1,1,3,7,2,1,1,,1,1,3,5,2,2,4,1,1,1,1,1,1,,0,2,1,7,1,0,6,1,2,2
656,2,13,18,109,157,2,14,1,1,4,13,2,1,2,,1,0,3,1,2,2,1,1,1,,,1,4,,0,,,,,,,,,
657,2,13,18,109,157,1,13,1,1,4,8,1,1,2,,1,1,4,9,1,2,2,2,1,,,1,3,1,0,,,,,,,,,
659,2,13,18,109,157,2,17,1,1,5,14,2,2,5,2,1,1,9,8,3,2,2,2,5,2,1,4,3,2,0,2,1,14,1,99,10,3,2,3
660,2,13,18,109,157,2,17,1,0,7,11,3,6,1,,1,1,5,5,1,3,2,2,4,4,,4,4,2,0,4,1,11,2,,10,2,2,1
664,2,13,18,109,158,1,10,1,1,3,9,4,1,2,,1,0,4,2,3,3,1,2,1,,2,1,1,3,0,,,,,0,,,,
665,2,13,18,109,158,2,14,1,1,4,11,3,1,2,,2,1,5,5,2,2,3,2,1,2,2,5,3,1,1,2,3,11,1,99,4,1,2,3
669,unknown,13,18,unknown,unknown,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,unknown,13,18,unknown,unknown,2,11,1,1,3,7,3,5,99,,2,0,4,4,1,2,5,6,4,4,2,5,2,1,0,2,3,8,5,1,6,2,2,1
672,unknown,13,18,unknown,unknown,1,14,1,1,4,10,3,99,2,,2,0,2,3,1,2,5,5,6,6,6,6,2,1,0,1,3,10,1,0,5,3,2,4
673,2,13,18,109,159,2,11,1,1,3,10,2,1,1,,1,1,3,3,2,1,2,1,1,1,1,2,1,,0,2,1,9,1,0,5,2,2,3
674,2,13,18,109,159,2,14,1,1,4,10,2,5,5,3,99,1,4,8,1,3,4,3,5,4,99,4,3,99,1,3,99,10,5,1,99,99,2,99
676,2,13,18,109,159,1,14,1,1,4,11,2,1,5,2,1,0,5,8,1,3,3,1,1,1,1,1,3,1,0,3,2,11,1,0,6,1,2,2
677,2,13,18,109,159,1,12,1,1,99,10,2,1,99,,3,99,12,6,2,3,2,5,99,,99,99,3,1,0,,,,,1,,,,
680,2,13,18,109,159,1,17,1,1,4,10,2,2,2,,1,0,3,3,2,2,2,1,1,,1,1,3,,0,,,,,0,,,,
682,2,13,18,110,160,2,11,1,1,4,10,3,6,6,2,1,1,6,4,1,3,1,1,2,2,1,1,3,2,1,3,1,10,1,99,15,1,2,3
683,unknown,13,18,unknown,unknown,1,15,1,1,3,7,2,1,1,,1,0,3,5,3,3,2,1,1,1,1,1,1,,0,2,1,9,1,99,6,2,2,1
684,2,13,18,110,160,2,15,1,1,4,10,2,7,99,,99,0,11,11,1,2,99,4,2,2,99,2,2,2,1,4,99,99,1,99,6,1,2,99
688,unknown,13,18,unknown,unknown,2,15,1,1,3,10,2,2,99,,1,0,2,2,2,99,2,2,2,99,99,2,3,2,1,3,3,10,1,0,6,1,2,3
689,2,13,18,110,160,1,17,0,1,5,13,4,6,5,2,1,0,2,3,2,4,4,3,7,,6,7,2,2,0,,,,,0,,,,
690,unknown,13,18,unknown,unknown,1,16,0,0,4,11,2,8,6,2,2,0,2,3,2,5,7,1,4,2,99,99,2,99,0,2,99,14,1,0,4,4,2,3
691,unknown,13,18,unknown,unknown,2,10,1,1,3,6,3,4,1,,1,0,4,5,2,3,3,1,1,1,1,1,1,,1,1,3,6,5,1,5,1,2,1
692,2,13,18,111,161,2,11,1,1,4,11,3,2,5,1,1,1,3,3,1,3,3,1,1,1,1,2,3,2,0,2,4,11,4,1,6,1,2,2
693,2,13,18,111,161,1,10,1,1,3,9,2,1,1,,1,1,2,2,1,2,2,1,1,,2,1,1,3,0,,,,,1,,,,
694,2,13,18,111,161,1,9,1,1,3,9,2,1,1,,1,0,4,2,2,2,2,1,1,1,1,1,1,1,0,3,1,9,3,99,4,1,2,4
695,2,13,18,111,161,2,12,1,1,3,12,2,2,2,,1,1,3,3,2,3,2,2,4,2,2,1,3,2,1,2,2,9,5,0,4,1,2,2
696,2,13,18,111,161,2,12,1,1,4,11,2,5,2,,99,0,1,6,1,99,3,2,2,3,,4,3,1,0,2,2,11,1,,6,1,2,2
697,2,13,18,111,161,1,14,1,1,4,8,3,6,1,,1,0,3,4,2,3,5,4,7,7,2,1,3,1,0,2,3,8,5,0,1,2,2,1
698,2,13,18,111,161,2,13,1,1,3,10,3,2,2,,2,99,2,3,2,3,2,1,1,2,2,2,3,2,0,3,4,10,1,1,4,1,2,3
701,2,13,18,112,162,2,10,1,1,3,8,3,1,1,,2,0,9,9,1,2,3,2,1,,,1,1,1,0,,,,,,,,,
702,2,13,18,112,162,1,11,1,1,3,10,2,2,1,,1,0,3,1,2,2,1,1,1,,1,1,1,,0,,,,,1,,,,
704,unknown,13,18,unknown,unknown,2,9,1,1,3,7,3,1,1,,2,0,4,3,1,3,3,1,99,99,99,99,99,99,0,99,99,7,99,1,99,99,1,7
706,2,13,18,112,162,2,12,1,1,4,12,2,4,2,,1,0,2,2,2,3,2,1,2,,1,1,3,1,0,,,,,1,,,,
711,2,13,17,108,145,2,10,1,1,2,7,1,1,1,,1,0,2,2,1,2,1,1,1,,1,1,1,,0,,,,,99,,,,
712,2,13,17,108,145,1,10,0,1,2,5,1,1,1,,1,0,3,3,2,2,2,1,1,,1,1,1,,0,,,,,0,,,,
713,2,13,17,108,145,1,10,1,1,2,7,1,1,1,,1,0,3,3,1,2,1,1,1,,1,1,1,1,0,,,,,0,,,,
714,2,13,17,108,145,2,13,1,1,3,8,2,1,1,,1,1,2,2,2,2,2,1,1,2,,2,3,1,1,1,2,8,1,,9,1,2,2
715,2,13,17,108,145,1,12,1,1,3,8,3,1,3,1,1,1,2,2,2,2,3,1,1,2,1,2,3,2,0,2,3,8,1,1,7,1,2,2
717,2,13,17,108,145,2,15,0,1,4,13,2,2,7,2,1,1,2,2,2,2,2,1,1,1,,3,2,2,1,1,1,13,1,,5,1,2,2
718,2,13,17,108,145,2,17,0,1,5,12,2,2,5,1,1,1,2,2,2,2,3,1,2,2,,2,3,2,1,2,1,12,1,,11,1,2,2
719,2,13,17,108,145,1,16,0,1,3,11,1,1,1,,1,0,3,3,2,2,2,1,1,1,1,1,3,,0,1,2,11,1,0,5,1,2,2
720,2,13,17,108,145,1,17,0,0,3,15,1,1,1,,1,1,4,4,2,2,2,1,1,,1,1,1,,0,,,,,0,,,,
723,2,13,17,108,146,1,9,1,1,3,8,2,1,1,,1,1,1,3,1,3,1,1,1,1,1,1,1,,0,3,3,8,1,0,1,1,2,3
726,2,13,17,108,146,2,13,1,1,4,10,2,7,1,,1,0,2,2,1,3,6,1,99,,,99,3,2,0,,,,,,,,,
